74,172802,175877
3,303720,326309
74,184117,187202
3,379075,402844
3,493758,531689
74,137362,140181
3,397435,420716
3,536626,574961
74,187128,190169
3,333651,356442
3,463329,495453
74,125060,128176
3,405630,429495
3,503345,541807
74,153220,156258
3,342336,358568
3,475863,505036
74,142076,144918
3,338987,355209
3,456832,486077
74,170796,173872
3,345406,369232
3,539323,577941
3,635223,636295
3,116057,117025
74,965611,968270
3,1286675,1309982
3,1425811,1461340
3,159462,160493
74,185949,189009
3,332934,355913
3,462017,500053
3,1785129,1801655
3,1890321,1919829
3,2073539,2089241
3,2160357,2187867
3,2340269,2362328
3,2462634,2496090
3,2647335,2670165
3,2717218,2751335
22,2754796,2769992
3,2848935,2871448
3,2880919,2914532
3,3000033,3022793
3,3040980,3074488
3,3216893,3246513
22,3209555,3258788
3,3310415,3316791
3,3336846,3398001
3,3483087,3519235
3,3660166,3707853
3,3777037,3813180
3,3821948,3869762
3,4017496,4056437
3,4074350,4123359
3,4397530,4434681
22,4381338,4439148
3,4452695,4501213
3,4595086,4632183
3,4640486,4688767
22,4584649,4694604
74,4695105,4697498
22,4708713,4723856
3,4798884,4835923
3,4835993,4842693
3,4856814,4917840
22,4921037,4936356
3,5021281,5062241
3,5080137,5087063
3,5105779,5174528
22,5189330,5204608
3,5238251,5275003
3,5275071,5281158
16,5213363,5287923
3,5289031,5354495
32,5357105,5365543
32,5365599,5367542
22,5368005,5383052
3,5431325,5466952
3,5467032,5473620
3,5489250,5553550
22,5570901,5586241
16,5613113,5633978
3,5665143,5698320
3,5698389,5704803
3,5719465,5781574
22,5787999,5803252
22,5994991,6010241
3,6013591,6082726
16,6085779,6106624
3,6158982,6197761
16,6152605,6283509
22,6284041,6299231
3,6330040,6369175
3,6399011,6464984
22,6469147,6484393
3,6575463,6642283
22,6645728,6661192
16,6676592,6696014
3,6728265,6766213
22,6848404,6863681
16,6876093,6895571
3,6930055,6969461
16,7068133,7087260
3,7145479,7183142
3,7193503,7260247
3,7355394,7392999
3,7393069,7459023
16,7534561,7553180
3,7564564,7602357
3,7602428,7617102
3,7617157,7683922
22,7687432,7702689
16,7734693,7753781
3,7777592,7814661
3,7814732,7881123
22,7899366,7914586
16,7935475,7954395
3,8010885,8048775
3,8057716,8124554
3,8265226,8332785
22,8336353,8351831
3,8415494,8451916
22,8530292,8545521
16,8545968,8564153
3,8631981,8672247
3,8679246,8743714
22,8746350,8761596
16,8811385,8830022
3,8849313,8886573
3,8886642,8901141
3,8907508,8973445
22,8988268,9003465
16,9014146,9032356
3,9051478,9087840
3,9087908,9156099
22,9174108,9189340
16,9215644,9234224
3,9273751,9311300
3,9316877,9381486
22,9384252,9399492
16,9432168,9450434
3,9475414,9511873
3,9511941,9526021
3,9526076,9588725
16,9631630,9649865
3,9685197,9724640
3,9724715,9789532
22,9818883,9827860
16,9828343,9846855
3,9911479,9948663
3,9950253,10014393
3,10123481,10152861
3,10176534,10226663
22,10243769,10252757
3,10328437,10358146
3,10363878,10410751
22,10449191,10458084
16,10486494,10505041
3,10558953,10589355
3,10622153,10671297
22,10674862,10683799
3,10749850,10778954
3,10779023,10823443
16,10742025,10838337
22,10862466,10871365
16,10895530,10913719
3,10962370,10991543
3,10993084,11038166
16,11107859,11126413
3,11186711,11216862
3,11226472,11274827
22,11299525,11308423
16,11356506,11374976
3,11413560,11444527
3,11615174,11644416
3,11666348,11713868
22,11726114,11734982
16,11745670,11763981
3,11855921,11901087
22,11936346,11945244
16,11955567,11973825
3,12066169,12112598
22,12168115,12177012
74,12177533,12179965
16,12191308,12209787
3,12239707,12269200
3,12270585,12317403
22,12368301,12377198
16,12377710,12396254
3,12467600,12497701
3,12675689,12720957
3,12757314,12772876
3,12810227,12840371
3,12865109,12911634
16,12805326,12914661
3,12983949,13013221
3,13032728,13077857
16,13015731,13084602
3,13235646,13265006
3,13272066,13317166
16,13221093,13323572
74,13390352,13392802
3,13426105,13455805
3,13466071,13512700
16,13630608,13648962
3,13659094,13681640
3,13725217,13763337
3,13861706,13884137
3,13900235,13938222
16,13961052,13979540
3,14052949,14075535
3,14135867,14175527
16,14297002,14315456
3,14391938,14415127
16,14419897,14438435
3,14488598,14527683
3,14609048,14632329
3,14650853,14690065
16,14645266,14713399
16,14769573,14787628
3,14825448,14847854
3,14863043,14903289
16,14945521,14964002
3,15035759,15059222
3,15074174,15114177
16,15155764,15174836
3,15274350,15297525
3,15312685,15351595
16,15420842,15439744
3,15482857,15505461
3,15557537,15596178
16,15640191,15658549
3,15675708,15698167
3,15710617,15748805
16,15821449,15839791
3,15888588,15911031
3,15921801,15960133
16,16013287,16031966
3,16113572,16137107
3,16153645,16193208
16,16277488,16295893
3,16319796,16343002
3,16361194,16401235
3,16529411,16552366
3,16576232,16617736
16,16695016,16713592
16,16727330,16745412
3,16767857,16790622
3,16942713,16981776
3,17067665,17092001
3,17111059,17149415
16,17062147,17152636
3,17256922,17279138
16,17281464,17299944
3,17308635,17346493
3,17472058,17494528
3,17515354,17553355
16,17467247,17558708
3,17668856,17691316
3,17710811,17750888
16,17693701,17758338
16,17861390,17879529
3,17888174,17910375
3,17919774,17957695
35,18002392,18014158
35,18014216,18024985
3,18115415,18138000
3,18157169,18195501
16,18143556,18205443
3,18314492,18336695
16,18302256,18348471
3,18349689,18387936
16,18498887,18517409
3,18533302,18555666
3,18569386,18609832
16,18710094,18729127
3,18779896,18803145
3,18842260,18881883
3,18959817,18982827
3,18998196,19037657
16,18950313,19042144
3,19155061,19177301
3,19187939,19226042
16,19142379,19230626
16,19337861,19357290
3,19394792,19417992
3,19434043,19472926
3,19579810,19603038
16,19605574,19624365
3,19638228,19678244
16,19767268,19785544
74,19802564,19804977
3,19832621,19854765
3,19880872,19919192
16,19970427,19990008
3,20026211,20049702
3,20066431,20107337
3,20204286,20226789
16,20184349,20229582
3,20240646,20279113
3,20419064,20441258
16,20400187,20445308
3,20446384,20484240
3,20665596,20687913
16,20647894,20693051
3,20701051,20738750
16,20836042,20854535
3,20865919,20888345
3,20895476,20933283
16,21033818,21052132
3,21070885,21093225
3,21106262,21144176
3,21298042,21320651
16,21323466,21341850
3,21350690,21389150
16,21461533,21479967
3,21490037,21512432
3,21529110,21567011
16,21676610,21701533
3,21702763,21725162
3,21737842,21775901
16,21886757,21905011
3,21934034,21956626
3,21973521,22011675
16,22122728,22140928
3,22171518,22193926
3,22216761,22255459
16,22328341,22346737
3,22401478,22423864
3,22502564,22540875
16,22579892,22598408
3,22691155,22713631
3,22769628,22807955
16,22857855,22876270
3,22932509,22955544
3,23000338,23041324
16,23083286,23101699
3,23154287,23177477
3,23197670,23237623
16,23288816,23307085
3,23383921,23409113
3,23452748,23491770
16,23528984,23549793
3,23618936,23641899
3,23691612,23730865
16,23767721,23786054
3,23834489,23857115
3,23902953,23942683
3,24065418,24088430
3,24116498,24156104
16,24447694,24467376
16,24476131,24495754
3,24619994,24642860
3,24665269,24704568
3,24880048,24902734
3,24955751,24994178
16,25474508,25493088
3,25747929,25771106
16,25773474,25795047
3,25821491,25861354
16,25913787,25936525
3,25994148,26016837
3,26051363,26093238
16,26125546,26146948
3,26198222,26220413
3,26253242,26291917
16,26367342,26389606
3,26455178,26477490
3,26513741,26551914
16,26589710,26610960
3,26656652,26678818
3,26728196,26766369
16,26801674,26823153
3,26835995,26859797
3,26893301,26931516
16,27007492,27028931
3,27093769,27116652
3,27160498,27200634
16,27238898,27260658
3,27318821,27341576
3,27385706,27425521
16,27489018,27510308
74,27510828,27513153
3,27556452,27578657
3,27621649,27659532
16,27710789,27731918
3,27833597,27857348
3,27879459,27920678
16,27977954,28000219
3,28063397,28085597
3,28149060,28186626
16,28218539,28239819
3,28269525,28291681
3,28333713,28371569
16,28422151,28443430
3,28515082,28538999
3,28583802,28621988
16,28669463,28690858
3,28761257,28783911
3,28837934,28877174
16,28921645,28942888
3,28982077,29005720
